0|Arte abstracta, Arte não figurativa
11D3275| Cristo como agricultor ou jardineiro
11D3276|Cristo como anfitrião
11D3277| Cristo como (sumo) sacerdote ou profeta
11D3278| Cristo como peregrino
11D3279| "Feiertagschristus", Cristo com ferramentas de artesão
11D328|tipos de Cristo (sozinho)
11D3281| Cristo como mulher
11D3282| Cristo orante
11D3283| Cristo como anjo
11D3284|Cristo ~ Orfeu
11D3285| Cristo ~ Apolo (Helios)
11D33|Cristo com outros (representações não narrativas)
11D331|Cristo com a Virgem Maria
11D3311|Cristo e a Virgem Maria como noivo e noiva
11D332|Cristo  com anjos
11D333| Cristo ~ diabo(s) e criaturas demoníacas
11D3331| Cristo triunfando sobre o diabo(s)
11D334|Cristo com os apóstolos, evangelistas, santos, etc.
11D3341| Cristo com João Evangelista inclinado sobre o seu peito, "Johannesminne","Christus-Johannes-Gruppe"
11D3342| "Traditio legis", "Dominus legem dat", i.e. Cristo entrega um rolo (a Lei) a Paulo; Pedro está presente
11D33421|Cristo entrega um rolo (a Lei) a Paulo;  apóstolo(s) presente(s)
11D3343|Cristo com os pecadores penitentes (Adão, David, o Filho Pródigo, Maria Madalena, o bom ladrão, Pedro, etc.)
11D335|Cristo com mortais
11D3351|Cristo aparece aos mortais
11D3352|Cristo distribuindo símbolos de autoridade ou poder aos governantes eclesiásticos e/ou seculares
11D336|Cristo triunfante, e.g., num carro triunfal
11D337|Cristo a cavalo
11D3371|Cristo a cavalo liderando um exército de cavaleiros, "Milícia Christi"
11D34|Cristo ~ concepções abstractas
11D35|tipos específicos de Cristo crucificado (em contexto não narrativo)
11D351|Cristo sofre (com a coroa de espinhos, a cabeça inclinada para um lado)
11D352|Cristo coberto de feridas da peste, "Pestkruzifixus"
11D353|Cristo triunfante (com a coroa de espinhos, a cabeça geralmente na posição vertical)
11D354|Cristo desprende-se da cruz para abraçar alguém
11D355|Cristo crucificado em uma árvore ou videira
11D356|Cristo crucificado numa cruz "viva"
11D357|Virtudes ~ Cristo crucificado
11D36|outros tipos de Cristo crucificado em contexto não narrativo
11D4|lendas e devoções ~ Cristo 
11D41|lendas ~ Cristo 
11D411|lenda da Vera Cruz
11D4111|Set coloca um ramo da árvore do conhecimento sobre o túmulo de Adão ~ lenda da Vera Cruz
11D41111|Set em busca do paraíso; o anjo dá-lhe um galho ou um frasco de óleo ~ lenda da Vera Cruz
11D4112|a madeira é utilizada para a construção do templo de Salomão ~ lenda da Vera Cruz
11D4113|madeira, usada como ponte, reverenciada pela Rainha de Sabá ~ lenda da Vera Cruz
11D4114|madeira retirada da piscina de Betesda usada para a cruz de Cristo ~ lenda da Vera Cruz
11D4115|visão de Santa Helena da Santa Cruz levado pelos anjos ~ lenda da Vera Cruz
11D4116|descoberta da Vera Cruz
11D41161|Judas, o judeu, colocado numa fonte por Helena, mãe de Constantino ~ lenda da Vera Cruz
11D41162|as três cruzes são desenterradas perto do Templo de Vénus ~ lenda da Vera Cruz
11D41163|Helena identifica a Vera Cruz: um cadáver ressuscita depois de tocar na cruz
11D41164|Helena e Constantino ajoelham-se (ou em pé e ao lado) perante a Vera Cruz
11D4117|construção da Vera Cruz, Exaltação da Santa Cruz
11D41171|Imperador Heráclio derrota Chosroes II da Pérsia, e recupera uma parte da Vera Cruz
11D41172|entrada do Imperador Heráclio em Jerusalém: tal como pedido por um anjo, o imperador, despojado das suas vestes reais, leva a Vera Cruz para a cidade 
11D411721|o Imperador Heráclio entra em Jerusalém, montando um burro ou um cavalo ~ lenda da Vera Cruz
11D41173|a Vera Cruz é erguida no Gólgota (ou num altar) ~ lenda da Vera Cruz
11D41174|Chosroes II, tendo recusado o baptismo, é executado ~ lenda da Vera Cruz
11D412|lenda do Sangramento da Lança Sagrada
11D413|lenda do Santo Graal
11D414|profecia de Basilides: no seu caminho para Jerusalém, o imperador Tito consulta Basilides, o carmelita, que lhe mostra uma visão de Deus Pai com Cristo morto
11D42|devoção ~ Cristo
11D421|sete Sangramentos de Cristo
11D4211|cenas individuais dos sete sangramentos de Cristo
11D422|Sagrado Coração 
11D423|Sangue Sagrado
11D424|Lágrima Sagrada
11D425|Medida de Cristo
11D43|relíquias ~ Cristo 
11D431|lascas da cruz ~ relíquias de Cristo
11D432|pregos da cruz ~ relíquias de Cristo
11D433|Lança Sagrada ~ relíquias de Cristo
11D434|manto de Cristo ~ relíquias de Cristo
11D435|"Scala Santa", as escadas do palácio de Pilatos ~ relíquias de Cristo
11D5|conceitos místicos ~ Cristo
11D51|Cristo e a Alma
11D511|a Alma como noiva de Cristo
11D52|Cristo e o coração humano
11D53|o sangue de Cristo salva a humanidade
11D6|estátuas milagrosas de Cristo ou do Menino Jesus 
11D6(...)|estátuas milagrosas de Cristo ou do Menino Jesus (com NOME)
11D9|Anticristo
11D91|cenas da vida do Anticristo
11DD3|Cristo - DD - Cristo sem barba
11DD31|retratos de Cristo - DD - Cristo sem barba
11DD311|"Mandylion", i.e., retrato, possivelmente feito para o Rei Abgar de Edessa pelo próprio Cristo, pressionando o seu rosto no véu - DD - Cristo sem barba
11DD3111|Cristo entrega o "Mandylion" ao mensageiro do Rei Abgar - DD - Cristo sem barba
11DD3112|o "Mandylion" é levado para Edessa - DD - Cristo sem barba
11DD312|"Vera Icon", "Sudarium", Sudário, o Véu de Verónica - DD - Cristo Triunfante
11DD3121|"Vera Icon", seguro por Veronica - DD - Cristo Triunfante
11DD3122|"Vera Icon", seguro por anjos - DD - Cristo Triunfante
11DD3123|"Vera Ícone", seguro por Pedro e Paulo - DD - Cristo Triunfante
11DD313|o "retrato" de Cristo segundo a epístola de Lentulus - DD - Cristo sem barba
11DD314|"Volto santo", e.g. de Lucca (atribuído a Nicodemos) - DD - Cristo sem barba
11DD315|o retrato de Cristo pintado por Lucas - DD - Cristo sem barba
11DD316|ex-voto da mulher curada do fluxo de Sangue - DD - Cristo sem barba
11DD317|imagem (de corpo inteiro) de Cristo na mortalha, "Sudário" - DD - Cristo sem barba
11DD318|(outros) "retratos" de Cristo, e.g. retrato do perfil - DD - Cristo sem barba
11DD32|tipos específicos de Cristo (sem outros) - DD - Cristo sem barba
11DD321|"Majestas Domíni": Cristo sentado na mandorla num arco-íris ou esfera e acompanhado pelo Tetramorfo - DD - Cristo sem barba
11DD322|Cristo entronizado - DD - Cristo sem barba
11DD3221|"Pantocrator", (busto de) Cristo, discursando ou abençoando e segurando um livro - DD - Cristo sem barba
11DD3222|"Christus Rex" - DD - Cristo sem barba
11DD3223|Cristo como Juiz (celestial) - DD - Cristo sem barba
11DD323|Cristo "'Logos", o Verbo Encarnado - DD - Cristo sem barba
11DD324|"Salvator Mundi", abençoando; com um globo na mão ou a seus pé - DD - Cristo sem barba
11DD325|Cristo ~ Eucaristia - DD - Cristo sem barba
11DD3251|Cristo com cálice, e pão ou Hóstia - DD - Cristo sem barba
11DD3252|Cristo no lagar, "Christus in der Kelter" (Is 63, 3) - DD - Cristo sem barba
11DD3253|Cristo no moinho simbólico - DD - Cristo sem barba
11DD326|"Fons Vitae", "Fons pietatis" - DD - Cristo sem barba
11DD3261|Cristo de pé sobre ou perto de uma fonte, derramando o seu sangue - DD - Cristo sem barba
11DD3262|Cristo crucificado (em uma fonte), derramando o seu sangue - DD - Cristo sem barba
11DD327|Cristo ~ ocupações humanas - DD - Cristo sem barba
11DD3271|Cristo como Bom Pastor - DD - Cristo sem barba
11DD3272|Cristo como médico - DD - Cristo sem barba
11DD32721|Cristo como boticário - DD - Cristo sem barba
11DD3273|Cristo pescando - DD - Cristo sem barba
11DD3274|Cristo como mendigo - DD - Cristo sem barba
11DD3275|Cristo como agricultor ou jardineiro - DD - Cristo sem barba
11DD3276|Cristo como anfitrião - DD - Cristo sem barba
11DD3277|Cristo como (sumo) sacerdote ou profeta - DD - Cristo sem barba
11DD3278|Cristo como peregrino - DD - Cristo sem barba
11DD3279|"Feiertagschristus", Cristo com ferramentas de artesão - DD - Cristo sem barba"
11DD328|tipos de Cristo (sozinho) - DD - Cristo sem barba
11DD3281|Cristo como mulher - DD - Cristo sem barba
11DD3282|Cristo orante - DD - Cristo sem barba
11DD3283|Cristo como anjo - DD - Cristo sem barba
11DD3284|Cristo ~ Orfeu - DD - Cristo sem barba
11DD3285|Cristo ~ Apollo (Helios) - DD - Cristo sem barba
11DD33|Cristo com outros (representações não narrativas) - DD - Cristo sem barba
11DD331|Cristo com a Virgem Maria - DD - Cristo sem barba
11DD3311|Cristo e a Virgem Maria como noivo e noiva - DD - Cristo sem barba
11DD332|Cristo com anjos - DD - Cristo sem barba
11DD333|Cristo ~ diabo(s) e criaturas demoníacas - DD - Cristo sem barba
11DD3331|Cristo triunfando sobre o diabo(s) - DD - Cristo sem barba
11DD334|Cristo com os apóstolos, evangelistas, santos, etc. - DD - Cristo sem barba
11DD3341|Cristo com João Evangelista inclinado sobre o seu peito, "Johannesminne","Christus-Johannes-Gruppe" - DD - Cristo sem barba
11DD3342|"""Traditio legis"", ""Dominus legem dat"", i.e. Cristo entrega um rolo (a Lei) a Paulo; Pedro está presente - DD - Cristo sem barba"
11DD33421|Cristo entrega um rolo (a Lei) a Paulo; apóstolo(s) presente(s) - DD - Cristo sem barba
11DD3343|Cristo com os pecadores penitentes (Adão, David, o Filho Pródigo, Maria Madalena, o bom ladrão, Pedro, etc.) - DD - Cristo sem barba
11DD335|Cristo com mortais - DD - Cristo em atitude de desdém, de ameaça, etc.
11DD3351|Cristo aparece aos mortais - DD - Cristo em uma atitude desdenhosa, ameaçador, etc.
11DD336|Cristo triunfante, e.g., num carro triunfal - DD - Cristo sem barba
11DD337|Cristo a cavalo - DD - Cristo sem barba
11DD3371|Cristo a cavalo liderando um exército de cavaleiros, "Milícia Christi" - DD - Cristo sem barba
11DD34|Cristo ~ concepções abstractas - DD - Cristo sem barba
11DD35|tipos específicos de Cristo crucificado (em contexto não narrativo) - DD - Cristo sem barba
11DD351|Cristo sofrendo (com a coroa de espinhos, a cabeça inclinada para um lado) - DD - Cristo sem barba
11DD352|"Cristo coberto de feridas da peste, ""Pestkruzifixus"" - DD - Cristo sem barba"
11DD353|Cristo triunfante (com a coroa de espinhos, a cabeça geralmente na vertical) - DD - Cristo sem barba
11DD354|Cristo curvando-se da cruz para abraçar alguém - DD - Cristo sem barba
11DD355|Cristo crucificado em uma árvore ou videira - DD - Cristo sem barba
11DD356|Cristo crucificado numa cruz "viva" - DD - Cristo sem barba
11DD357|Virtudes ~ Cristo crucificado - DD - Cristo sem barba
11DD36|outros tipos de Cristo crucificado em contexto não narrativo - DD - Cristo sem barba
11DD422|Sagrado Coração - DD - o Menino Jesus e o Sagrado Coração
11E|Espírito Santo
11E1|Espírito Santo representado como uma pomba (em chamas)
11E2|Espírito Santo representado sob a forma de chamas
11E3|o Espírito Santo representado na forma humana
11E4|Espírito Santo representado de outra forma, e.g. raio(s) de luz
11E5|os sete dons do Espírito Santo
11E51|os sete dons do Espírito Santo representados como sete pombas
11E52|os sete dons do Espírito Santo representados como sete chamas
11E53|os sete dons do Espírito Santo representados como sete lâmpadas ou como o candelabro de sete braços
11E54|representações independentes dos sete dons do Espírito Santo
11E541|"Sapientia", Sabedoria; "Sapienza divina" (Ripa) ~ um dos sete dons do Espírito Santo
11E542|"Intellectus", "intelligentia", Entendimento ~ um dos sete dons do Espírito Santo
11E543|"Consilium", Conselho ~ um dos sete dons do Espírito Santo
11E544|"Fortitude", Fortaleza ~ um dos sete dons do Espírito Santo
11E545|"Pietas", Piedade ~ um dos sete dons do Espírito Santo
11E546|"Scientia", Conhecimento ~ um dos sete dons do Espírito Santo
11E547|"Timor Domini", Temor a Deus ~ um dos sete dons do Espírito Santo
11F|Virgem Maria
11F1|símbolos e prefigurações da Virgem Maria
11F11|símbolos da Virgem Maria
11F111|símbolos da Virgem Maria das litanias 
11F111(...)|símbolos (da Virgem Maria) das litanias (com TEXTO)
11F111(CIVITAS DEI)|símbolos da Virgem Maria das litanias: Civitas Dei
11F111(ELECTA UT SOL)|símbolos da Virgem Maria das litanias: Electa ut sol
11F111(FLOS CAMPI)|símbolos da Virgem Maria das litanias: Flos campi
11F111(FONS SIGNATUS)|símbolos da Virgem Maria das litanias: Fons signatus
11F111(HORTUS CONCLUSUS)|símbolos da Virgem Maria das litanias: Hortus conclusus
11F111(PORTA COELI)|símbolos da Virgem Maria das litanias: Porta coeli
11F111(PULCHRA UT LUNA)|símbolos da Virgem Maria das litanias: Pulchra ut luna
11F111(ROSA MYSTICA)|símbolos da Virgem Maria das litanias: Rosa mystica
11F111(SPECULUM SINE MACULA)|símbolos da Virgem Maria das litanias: Speculum sine macula
11F111(STELLA MARIS)|símbolos da Virgem Maria das litanias: Stella maris
11F111(STELLA MATUTINA)|símbolos da Virgem Maria das litanias: Stella matutina
11F111(TURRIS DAVIDICA)|símbolos da Virgem Maria das litanias: Turris Davidica
11F111(TURRIS EBURNEA)|símbolos da Virgem Maria das litanias: Turris eburnea
11F112|Virgem Maria ou Nossa Senhora com símbolos da Litania Lauretana
11F12|monogramas da Virgem Maria
11F13|brasão da Virgem Maria
11F14|"Defensorium inviolatae Virginitatis"; símbolos da maternidade virginal
11F15|prefigurações da Virgem Maria; Virgem Maria e as suas prefigurações
11F2|Virgem Maria (sem o Menino Jesus)
11F21|Maria como criança
11F22|retratos da Virgem Maria
11F23|representações da Virgem Maria em pé sem o Menino Jesus
11F231|Virgem Maria como orante (às vezes chamada "Blacherniotissa") 
11F232|"Imaculada"',"Purisima": Virgem Maria, geralmente em pé sobre a lua crescente, descendo do Céu, imune do pecado original (às vezes pisando a serpente) 
11F2321|"Imaculada"',"Purisima": Virgem Maria com santos
11F233|Virgem Maria de pé ou descansando sobre o globo terrestre
11F234|Virgem Maria grávida, Nossa Senhora da Expectação (Nossa Senhora do Ó), "Madonna del Parto"
11F2341|Virgem Maria grávida, Menino Jesus visível
11F235|Virgem Maria como tabernáculo 
11F2351|a Santíssima Trindade dentro da Virgem Maria como tabernáculo 
11F2352|a Paixão de Cristo dentro da Virgem Maria como tabernáculo
11F236|"Aerenkleidmaria" (às vezes com o Menino Jesus) 
11F24|imagens da Virgem Maria sentada (sozinha)
11F241|Nossa Senhora das Dores
11F2411|(Sete) Dores da Virgem Maria 
11F2412|Virgem Maria trespassada por sete espadas 
11F242|Nossa Senhora dos Prazeres
11F2421|(Sete) Alegrias da Virgem Maria 
11F243|Virgem Maria e o unicórnio 
11F244|Maria entronizada 
11F25|outros tipos da Virgem Maria (sozinha)
11F25|"Mater Dolorosa"
11F251|Virgem Maria a chorar
11F252|Virgem Maria transpassado por uma espada
11F253|Virgem Maria com os instrumentos da Paixão
11F261|Virgem Maria como noiva do Espírito Santo (com uma pomba no seu peito)
11F262|Virgem Maria como pastora 
11F263|Virgem Maria como peregrina
11F264|Virgem Maria como eremita (após a morte de Cristo), "Nostra Señora de la Soledad" 
11F265|Virgem Maria como médico 
11F266|Virgem Maria vence o diabo 
11F267|Virgem Maria salva a(s) alma(s)
11F268|Virgem Maria como sacerdotisa, administrando a Eucaristia 
11F3|Virgem Maria (sem o Menino Jesus), juntamente com outros
11F31|Virgem Maria intercedendo (com Cristo), "Maria Mediatrix" (às vezes mostrando os seios)
11F32|Virgem Maria com mortais, que a adoram ou imploram a sua ajuda
11F33|Virgem Maria dá leite do seu peito, "Lactatio"
11F34|Virgem Maria protege a humanidade da peste, e.g, escondendo as pessoas sob seu manto; "Pestbild"
11F35|Virgem Maria como Rainha dos apóstolos
11F36|triunfo da Virgem Maria, no carro triunfal
11F4|Nossa Senhora: i.e. a Virgem Maria com o Menino Jesus
11F41|Nossa Senhora: Virgem Maria de pé (ou meio corpo), Menino Jesus junto a seu peito
11F411|Virgem Maria de pé (ou meio corpo), o Menino Jesus à sua frente, junto a seu peito
11F4111|Virgem Maria de pé (ou meio corpo), o Menino Jesus à sua frente, junto a seu peito; de pé
11F4112|Virgem Maria de pé (ou meio corpo), o Menino Jesus à sua frente, junto a seu peito; sentada
11F41121|"Nikopoia" ~ Nossa Senhora
11F4113|Virgem Maria de pé (ou a meio corpo), o Menino Jesus à sua frente, junto a seu peito; deitada
11F412|Virgem Maria de pé (ou a meio corpo), o Menino Jesus no seu braço (o Menino Jesus à esquerda de Maria)
11F4121|Virgem Maria de pé (ou a meio corpo), o Menino Jesus de pé no seu braço (o Menino Jesus à esquerda de Maria)
11F4122|Virgem Maria de pé (ou a meio corpo), o Menino Jesus sentado no seu braço (Menino Jesus à esquerda de Maria)
11F41221|"Hodegetria" ~ Nossa Senhora
11F41222|"Dexiocratousa" ~ Nossa Senhora
11F41223|"Eleousa", "Glykophilousa" ~ Nossa Senhora
11F4123|Virgem Maria de pé (ou a meio corpo), com o Menino Jesus deitado no seu braço (o Menino Jesus à esquerda de Maria)
11F41231|"Galaktotrophousa" ~ Nossa Senhora
11F413|tipos específicos de Nossa Senhora em pé (ou a meio corpo), sem outros 
11F4131|"Platytera", i.e., Virgem Maria orante com o Menino Jesus à sua frente, em resplendor
11F41311|Virgem Maria, geralmente com o Menino Jesus, em posição de oração na fonte (da vida)
11F4132|Nossa Senhora sobre o crescente lunar (por vezes chamada Rainha do Céu) (numa mandorla) 
11F4133|Menino Jesus nos braços da Virgem Maria lutando contra o dragão 
11F4134|"Madonna della Vittoria", triunfante, e.g., sobre o Protestantismo
11F4135|"Marianum", Nossa Senhora em uma auréola ou mandorla (envolta pelo rosário), Maria em Glória
11F4136|Nossa Senhora sobre uma coluna, "Mariensäule"
11F4137|Nossa Senhora em pé (ou sentada) sobre o leão (de Judá)
11F42|Nossa Senhora: Maria sentada ou entronizada, o Menino Jesus no colo (ou à frente do peito) (Maria é, por vezes, representado a meio corpo)
11F421|Virgem Maria sentada ou entronizada, o Menino Jesus à sua frente no seu colo (ou à frente do peito) 
